quelle;FB1;FB2;FB3;GD;doi;title;authorships.raw_author_name;mfn-authors;publication_year;publication_date;language;type;journal;publisher;primary_location.license;open_access.is_oa;open_access.oa_status;cites_mfn_collection_specimen;is_taxonomic_revision;is_species_description;abteilung 1;abteilung 2;abteilung 3;kommentar;biblio.volume;biblio.issue;biblio.first_page;biblio.last_page;locations.landing_page_url;type_crossref;booktitle;editor;print;edition;book serie
openalex;True;False;False;False;10.1002/ange.202417098;Batrachopolyenes: Volatile Norsteroids from Femoral Scent Glands of Frogs;Stell, M., Melnik, K., Schlawis, C., Fuchs, R., Vences, M., Schäfer, M., Rödel, M. & Schulz, S.;Schäfer, M., Rödel, M.;2024;2024-11-27;en;peerrevartikel;Angewandte Chemie;Wiley;CC BY-NC-ND;True;gold;NaN;NaN;NaN;Evolutionary Diversity Dynamics;;;NaN;NaN;NaN;e202417098;NaN;https://doi.org/10.1002/ange.202417098;"journal-article";;;;;
openalex;True;False;False;False;10.1007/s00265-024-03483-2;Behavioral correlates of migration in bats – do migration strategies predict responses to a novel environment?;Schabacker, T., Rizzi, S., Teige, T., Hoffmeister, U., Voigt, C. C. & Snijders, L.;Schabacker, T.;2024;2024-06-01;en;peerrevartikel;Behavioral Ecology and Sociobiology;Springer Science+Business Media;cc-by;True;hybrid;NaN;NaN;NaN;NaN;;;NaN;78;68;1;11;https://doi.org/10.1007/s00265-024-03483-2;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;10.3897/ab.e119534;Bioacoustic data acquisition and species recognition.;Werner, B., Jahn, O., Lasseck, M.,  Frommolt, K.-H.;Werner, B., Jahn, O., Lasseck, M.,  Frommolt, K.-H.;2024;2024-02-12;English;sammelbandbeitrag;NaN;Pensoft Publishers;CC BY;True;NaN;False;False;False;Evolutionary Diversity Dynamics;;;CITATION: Werner B., Jahn O., Lasseck M., Frommolt K.-H. (2024): Bioacoustic data acquisition and species recognition. In: Wägele J.W., Tschan G.F. Weather stations for biodiversity: a comprehensive approach to an automated and modular monitoring system. Advanced Books, Pensoft, Sofia, 119-157. https://doi.org/10.3897/ab.e119534;NaN;NaN;119;157;NaN;"NaN";Weather stations for biodiversity: a comprehensive approach to an automated and modular monitoring system;Wägele J.W., Tschan G.F. ;Pensoft Publisher;;Advanced Books
FB1.csv;True;False;False;False;10.1016/j.injury.2024.111826;Bone infection evolution;Jensen, L.K., Hartmann, K.T., Witzmann, F., Asbach, P., Stewart, P.S.;Witzmann,  F. ;2024;2014-10-01 00:00:00;Englisch;peerrevartikel;Injury;Elsevier;CC BY;True;hybrid;False;False;False;Evolutionary Morphology;;;NaN;55;Supplement 6;111826;111826;https://doi.org/10.1016/j.injury.2024.111826|https://pubmed.ncbi.nlm.nih.gov/39482026;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1111/mms.13102;"Book review. Sea Mammals: The Past and Present Lives of Our Oceans’ Cornerstone Species By Annalisa Berta, Princeton University Press. 2023. 224 pp. ISBN 978-0-691-23664-3, US$29.95 (Hardcover); ISBN 978-0-691-24338-2, US$20.97 (eBook)";Hampe, O.;Hampe, O. ;2024;2023-12-22;English;review;Marine Mammal Science;Wiley;NaN;false;closed;NaN;NaN;NaN;Evolutionary Morphology;;;NaN;40;1;319;321;NaN;"NaN";;;;;
FB3.csv;False;False;True;False;10.31250/1815-8870-2024-20-63-238-248;A Review of Francisco Martínez, Ethnographic Experiments with Artists, Designers and Boundary Objects: Exhibitions as a Research Method. London: UCL Press, 2021, 202 pp;Vasilyeva, Z.;Vasilyeva, Z.;2024;2024-12;Russian. Long abstract in English;review;Antropologicheskij Forum;"Peter the Great Museum of Anthropology and Ethnography; European University at St Petersburg";http://anthropologie.kunstkamera.ru/files/pdf/063/vasilyeva.pdf;True;NaN;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;Book review. Issue 63, pp. 238-248;63;NaN;238;248;https://anthropologie.kunstkamera.ru/en/06/2024_63/vasilyeva;"NaN";;;;;
FB1.csv;True;False;False;False;10.1007/s10340-023-01609-5;Brace yourselves, winter is coming: the winter activity, natural diet, and prey preference of winter-active spiders on pear trees;Gajski, D., Mifková, T., Košulič, O., Michálek, O., Serbina, L. Š., Michalko, R. & Pekár, S.;Serbina, L. Š.;2024;20.03.2023;en;peerrevartikel;Journal of Pest Science;Springer Nature;NaN;False;closed;NaN;NaN;NaN;Center for Integrative Biodiversity Discovery;;;NaN;97;NaN;113;126;https://link.springer.com/article/10.1007/s10340-023-01609-5;"NaN";;;;;
FB1.csv;True;False;False;False;10.5194/epsc2024-816;Breaking or Entering? The Fate of Asteroid Cores During Impact Into a Magma Ocean.;Röhlen, R., Wünnemann, K., Allibert, L., Maas, C. & Hansen, U.;Röhlen, R., Wünnemann, K.;2024;2024-07-03 00:00:00;English;konferenzbeitragpaper;Europlanet Science Congress 2024 abstracts;Europlanet Society;CC BY;True;NaN;False;False;False;Impacts & Meteorites;;;NaN;17;NaN;NaN;NaN;https://meetingorganizer.copernicus.org/EPSC2024/EPSC2024-816.html;"NaN";;;;;
FB1.csv;True;False;False;False;10.1016/j.tplants.2024.04.002;Bridging biotremology and chemical ecology: a new terminology;Mazzoni, V., Anfora, G., Cocroft, R. B., Fatouros, N. E., Groot, A. T., Gross, J., Hill, P. S., Hoch, H., Ioriatti, C., Nieri, R., Pekas, A., Stacconi, M. V. R., Stelinski, L. L., Takanashi, T., Virant-Doberlet, M. & Wessel, A.;Hoch, H.;2024;14.05.2024;en;peerrevartikel;Trends in Plant Science;Elsevier;NaN;False;closed;NaN;NaN;NaN;Center for Integrative Biodiversity Discovery;;;NaN;29;8;848;855;https://doi.org/10.1016/j.tplants.2024.04.002|https://dirros.openscience.si/Dokument.php?id=27165&dn=|https://hdl.handle.net/20.500.12556/DiRROS-19670|https://pubmed.ncbi.nlm.nih.gov/38744599;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1098/rstb.2023.0195;Calling to the collective: contact calling rates within groups of disc-winged bats do not vary by kinship or association;Chaverri, G., Sagot, M., Stynoski, J. L., Araya-Salas, M., Araya-Ajoy, Y., Nagy, M., Knörnschild, M., Chaves-Ramírez, S., Rose, N., Sánchez-Chavarría, M., Jiménez-Torres, Y., Ulloa-Sanabria, D., Solís-Hernández, H. & Carter, G. G.;Nagy, M., Knörnschild, M.;2024;2024-02-23;english;peerrevartikel;Philosophical Transactions B;Royal Society;CC BY;True;gold;False;False;False;Evolutionary Diversity Dynamics;;;NaN;379;1905;NaN;NaN;https://doi.org/10.1098/rstb.2023.0195|https://pubmed.ncbi.nlm.nih.gov/38768198;"journal-article";;;;;
FB1.csv;True;False;False;False;10.61818/56330464c36;Capítulo 36: Diptera Linnaeus, 1758;De Carvalho, C. J. B., Rafael, J. A., Couri, M. S., Riccardi, P. R., Silva, V. C., De Oliveira, S. S. & Lamas, C. J. E.;Riccardi, P. R.;2024;2024-01-01;Portuguese;sammelbandbeitrag;NaN;Editora INPA;NaN;NaN;NaN;NaN;NaN;NaN;Center for Integrative Biodiversity Discovery;;;Book chapter;NaN;NaN;783;831;https://repositorio.inpa.gov.br/handle/1/40264;"NaN";Insetos do Brasil: Diversidade e Taxonomia - 2a Edição, revisada e ampliada;Editora INPA;Manaus;2;
openalex;True;False;False;False;10.1242/jeb.249750;Cardiac performance mirrors the passive thermal tolerance range in the oyster, Ostrea edulis;Götze, S., Reddin, C. J., Ketelsen, I., Busack, M., Lannig, G., Bock, C. & Pörtner, H.;Reddin, C. J.;2024;2024-12-24;en;peerrevartikel;Journal of Experimental Biology;The Company of Biologists;cc-by;True;hybrid;NaN;NaN;NaN;NaN;;;NaN;228;2;NaN;NaN;https://doi.org/10.1242/jeb.249750|https://pubmed.ncbi.nlm.nih.gov/39717879;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.31235/osf.io/4hz8e;Caring for Methods: ‘Care-Ful Method Practice’ through Methodography;" Mewes, J.S.; Lippert, I."; Mewes, J.S.;2024;2024-02-05;en;preprint;SocArXiv;Center for Open Science ;NaN;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.31235/osf.io/4hz8e;"posted-content";;;;;
FB1.csv;True;False;False;False;10.1590/s1984-4689.v41.e24005;Catálogo Taxonômico da Fauna do Brasil: Setting the baseline knowledge on the animal diversity in Brazil;Boeger, W. A., Valim, M. P., Zaher, H., Rafael, J. A., Forzza, R. C., Percequillo, A. R., Serejo, C. S., Garraffoni, A. R., Santos, A. J., Slipinski, A., Linzmeier, A. M., Calor, A. R., Garda, A. A., Kury, A. B., Fernandes, A. C., Agudo-Padrón, A. I., Akama, A., Da Silva Neto, A. M., Burbano, A. L.,(...), Riccardi, P. R., Santos. B.F., (...), & Leite, Y. L. ;"Riccardi, P. R.; Santos. B.F.";2024;2024-08-26;English;peerrevartikel;Zoologia;Scielo;CC BY-NC;True;NaN;False;False;False;Center for Integrative Biodiversity Discovery;;;NaN;41;NaN;NaN;NaN;NaN;"NaN";;;;;
openalex;True;False;False;False;10.5194/egusphere-2023-3087;Cenozoic pelagic accumulation rates and biased sampling of the deep sea record;Renaudie, J. & Lazarus, D. B.;Renaudie, J. & Lazarus, D. B.;2024;2024-01-03;en;preprint;EGUsphere;Copernicus Publications;cc-by;True;green;NaN;NaN;NaN;Evolutionary Diversity Dynamics;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.5194/egusphere-2023-3087;"posted-content";;;;;
FB2.csv;False;True;False;False;10.1163/9789004691063_002;Ch. 1: Deconstructing Dinosaurs: The History of the German Tendaguru Expedition and Its Finds, 1906–2023;Heumann, I., Stoecker, H. & Vennen, M.;Heumann, I.;2024;05.11.2024;english;sammelbandbeitrag;NaN;Brill;CC BY-NC-ND;True;NaN;NaN;NaN;NaN;Service Development and Knowledge Transfer;;;Heumann, Ina, Holger Stoecker, and Mareike Vennen, eds. 2024. Deconstructing Dinosaurs. The History of the German Tendaguru Exhibition and Its Finds, 1906-2023. Leiden: Brill.;NaN;NaN;1;13;https://brill.com/display/book/9789004691063/BP000002.xml;"NaN";Deconstructing Dinosaurs;Vennen, M., Stoecker, H., Heumann, I.;Leiden;;
FB2.csv;False;True;False;False;10.1163/9789004691063_014;Ch. 13: Looking Back, Looking Forward: A Conversation with Daniela Schwarz, Curator of the Tendaguru Dinosaur Collection;Heumann, I., Vennen, M., Stoecker, H. & Newman, P.;Heumann, I.;2024;05.11.2024;english;sammelbandbeitrag;NaN;Brill;CC BY-NC-ND;True;NaN;NaN;NaN;NaN;Service Development and Knowledge Transfer;;;Heumann, Ina, Holger Stoecker, and Mareike Vennen, eds. 2024. Deconstructing Dinosaurs. The History of the German Tendaguru Exhibition and Its Finds, 1906-2023. Leiden: Brill.;NaN;NaN;219;228;https://brill.com/display/book/9789004691063/BP000014.xml;"NaN";Deconstructing Dinosaurs;Vennen, M., Stoecker, H., Heumann, I.;Leiden;;
FB1.csv;True;False;False;False;10.1163/9789004691063_015;Ch. 14 Taxonomie at Tendaguru. How the Berlin Dinosaurs got their names;Stoecker, H. & Ohl, M.;Ohl, M.;2024;05.11.2024;English;sammelbandbeitrag;NaN;Brill;CC BY-NC-ND;True;NaN;True;False;False;Center for Integrative Biodiversity Discovery;;;NaN;NaN;NaN;233;254;https://brill.com/display/book/9789004691063/BP000015.xml;"NaN";Deconstructing Dinosaurs;Vennen, M., Stoecker, H., Heumann, I.;Leiden;;
FB2.csv;False;True;False;False;10.1163/9789004691063_016;Ch. 15: Dinosaurs and Provenance: The Colonial Legacy of the Tendaguru Fossils, 1909–2023;Heumann, I., Stoecker, H. & Vennen, M.;Heumann, I.;2024;05.11.2024;english;sammelbandbeitrag;NaN;Brill;CC BY-NC-ND;True;NaN;NaN;NaN;NaN;Service Development and Knowledge Transfer;;;Heumann, Ina, Holger Stoecker, and Mareike Vennen, eds. 2024. Deconstructing Dinosaurs. The History of the German Tendaguru Exhibition and Its Finds, 1906-2023. Leiden: Brill.;NaN;NaN;255;272;https://brill.com/display/book/9789004691063/BP000016.xml;"NaN";Deconstructing Dinosaurs;Vennen, M., Stoecker, H., Heumann, I.;Leiden;;
FB2.csv;False;True;False;False;10.1163/9789004691063_008;Ch. 7: Big in Japan: Brachiosaurus brancai in Tokyo;Heumann, I.;Heumann, I.;2024;05.11.2024;english;sammelbandbeitrag;NaN;Brill;CC BY-NC-ND;True;NaN;NaN;NaN;NaN;Service Development and Knowledge Transfer;;;Heumann, Ina, Holger Stoecker, and Mareike Vennen, eds. 2024. Deconstructing Dinosaurs. The History of the German Tendaguru Exhibition and Its Finds, 1906-2023. Leiden: Brill.;NaN;NaN;99;121;https://brill.com/display/book/9789004691063/BP000008.xml;"NaN";Deconstructing Dinosaurs;Vennen, M., Stoecker, H., Heumann, I.;Leiden;;
FB1.csv;True;False;False;False;10.1016/b978-0-443-13837-9.00007-x;Chapter 4: Permian vertebrate tracks;Marchetti, L., Mujal, E., Logghe, A., Buchwitz, M., Klein, H. & Lucas, S. G.;Marchetti, L.;2024;2024-12-04;English;sammelbandbeitrag;NaN;Elsevier;NaN;False;closed;True;True;False;NaN;;;"Part of the book: Vertebrate Ichnology
Tetrapod Tracks and Trackways";NaN;NaN;NaN;NaN;https://www.sciencedirect.com/science/article/pii/B978044313837900007X?via%3Dihub;"NaN";Vertebrate Ichnology. Tetrapod Tracks and Trackways;Lucas, S. G., Hunt, A. P., Klein, H.;NaN;;
FB3.csv;False;False;True;False;10.4337/9781035317967.ch11;Ch. 11: Citizen science;Voigt-Heucke, S., Haklay, M. & Hecker, S.;Voigt-Heucke, S., Hecker, S.;2024;2024-06-20 00:00:00;English;sammelbandbeitrag;N.A.;Edward Elgar Publishing;NaN;False;closed;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;NaN;NaN;NaN;46;49;https://www.elgaronline.com/display/book/9781035317967/ch11.xml;"NaN";Elgar Encyclopedia of Interdisciplinarity and Transdisciplinarity ;Darbellay, F.;NaN;;Social Sciences series
FB3.csv;False;False;True;False;https://www.buergergesellschaft.de/fileadmin/pdf/gastbeitrag_meyer_240328.pdf;Citizen Science – Wissenschaft der Vielen;Meyer, J.;Meyer, J.;2024;28.03.2024;Deutsch;beitraginpresse;eNewsletter Wegweiser Bürgerschafr;Stiftung Mitarbeit;NaN;True;NaN;NaN;NaN;NaN;Innovation in Public Engagement, Partizipation und Open Science;;;NaN;3;NaN;NaN;NaN;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.1007/s10531-023-02772-y;Climate change from an ectotherm perspective: evolutionary consequences and demographic change in amphibian and reptilian populations;Bofill, S. I. H. & Blom, M. P. K.;Bofill, S. I. H. & Blom, M. P. K.;2024;NaN;English;wissartikel;Biodiversity and Conservation;Springer Nature;CC BY;True;NaN;False;False;False;Evolutionary Diversity Dynamics;;;NaN;33;3;905;927;https://doi.org/10.1007/s10531-023-02772-y;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1016/j.gloplacha.2024.104576;Climate variability in a 3.8 Ma old sedimentary record from the hyperarid Atacama Desert;Arens, F. L., Feige, J., Airo, A., Sager, C., Hecht, L., Horstmann, L., Kaufmann, F. E., Lachner, J., Neumann, T., Nowaczyk, N., Schiperski, F., Steier, P., Stoll, A., Struck, U., Valenzuela, B., Von Blanckenburg, F., Wittmann, H., Wacker, L., Wagner, D., Zamorano, P., Schulze-Makuch, D. ;Feige, J., Airo, A., Sager, C., Hecht, L., Kaufmann, F. E., Struck, U.;2024;2024-09-26;English;peerrevartikel;Global and Planetary Change;Elsevier;CC BY;True;hybrid;False;False;False;Solar System, Impacts & Meteorites;Evolutionary Diversity Dynamics;;NaN;242;NaN;NaN;NaN;https://www.sciencedirect.com/science/article/pii/S0921818124002236?via%3Dihub#ab0010;"NaN";;;;;
openalex;True;False;False;False;10.5194/egusphere-2024-2229;Climatic and tectonic controls on shallow marine and freshwater diatomite deposition through the Palaeogene;Figus, C., Bialik, O. M., Gladenkov, A. Y., Oreshkina, T. V., Renaudie, J., Smirnov, P. & Witkowski, J.;Renaudie, J.;2024;2024-07-25;en;preprint;EGUsphere;Copernicus Publications;cc-by;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.5194/egusphere-2024-2229;"posted-content";;;;;
FB1.csv;True;False;False;False;10.11646/zootaxa.5458.3.4;Cobitis feroniae, a new spined loach from southern Latium, Italy (Teleostei: Cobitidae);Novaga, R., Bellucci, D., Geiger, M. F. & Freyhof, J.;Freyhof, J.;2024;29.05.2024;english;peerrevartikel;Zootaxa;Magnolia Press;NaN;False;closed;False;False;True;Center for Integrative Biodiversity Discovery;;;NaN;5458;3;385;402;https://doi.org/10.11646/zootaxa.5458.3.4|https://pubmed.ncbi.nlm.nih.gov/39646929;"journal-article";;;;;
FB3.csv;False;False;True;False;10.3897/ap.e126596;Co-creation for change: engaging urban community gardeners in the development of insect conservation interventions;Karlebowski, S., Egerer, M., Neumann, A. E., Schmack, J. M. & Sturm, U.;"Karlebowski, S.; Sturm, U.";2024;30.09.2024;English;konferenzbeitragpaper;Arpha Proceedings;Pensoft Publishers;CC BY;True;NaN;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;NaN;6;NaN;55;59;https://www.sciencedirect.com/science/article/pii/S0019103524004457?via%3Dihub;NaN;;;;;
FB1.csv;True;False;False;False;10.1016/j.icarus.2024.116385;Collisional erosion of mantle silicate during accretion can set the elevated Fe/Mg ratio of Earth;Allibert, L., Siebert, J., Hyodo, R., Genda, H., Raymond, S., Jacobson, S., Nakajima, M. & Charnoz, S.;Allibert, L.;2024;04.12.2024;English;peerrevartikel;Icarus;Elsevier;CC BY-NC;True;NaN;False;False;False;Impacts & Meteorites;;;NaN;429;NaN;NaN;NaN;https://www.sciencedirect.com/science/article/pii/S0019103524004457?via%3Dihub;"NaN";;;;;
openalex;True;False;False;False;10.1016/j.cub.2024.03.051;Colonial-driven extinction of the blue antelope despite genomic adaptation to low population size;Hempel, E., Faith, J. T., Preick, M., De Jager, D., Barish, S., Hartmann, S., Grau, J. H., Moodley, Y., Gedman, G., Pirovich, K. M., Bibi, F., Kalthoff, D. C., Bocklandt, S., Lamm, B., Dalén, L., Westbury, M. V. & Hofreiter, M.;"Hempel, E.; Bibi, F.";2024;12.04.2024;en;peerrevartikel;Current Biology;Elsevier;cc-by;True;hybrid;NaN;NaN;NaN;NaN;;;NaN;34;9;2020;2029;https://doi.org/10.1016/j.cub.2024.03.051|https://pubmed.ncbi.nlm.nih.gov/38614080;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;10.4289/0013-8797.126.1.21;Color Morphs in Anastrepha nigrotaenia (Enderlein), New Combination (Diptera: Tephritidae) and Resultant Synonymy;Norrbom, A. L., Moore, M. R., Paynter, Q., McGrath, Z., Probst, C. M., Korneyev, V. A., Wiegmann, B. M., Cassel, B., Rodriguez, E. J., Steck, G. J., Sutton, B. D., Branham, M. A. & Ruiz-Arce, R.;Korneyev, V. A.;2024;22.08.2024;en;peerrevartikel;Proceedings of the Entomological Society of Washington;Entomological Society of Washington;NaN;False;closed;NaN;NaN;NaN;Center for Integrative Biodiversity Discovery;;;NaN;126;1;21;55;https://bioone.org/journals/proceedings-of-the-entomological-society-of-washington/volume-126/issue-1/0013-8797.126.1.21/Color-Morphs-in-Anastrepha-nigrotaenia-Enderlein-New-Combination-Diptera/10.4289/0013-8797.126.1.21.full;"NaN";;;;;
FB1.csv;True;False;False;False;10.1371/journal.pntd.0012161;Combining species distribution models and big datasets may provide finer assessments of snakebite impacts;Chowdhury, M. A. W., Müller, J., Ghose, A., Amin, R., Sayeed, A. A., Kuch, U. & Faiz, M. A.;Chowdhury, M. A. W., Müller, J.;2024;20.05.2024;English;peerrevartikel;PLoS Neglected Tropical Diseases;Public Library of Science;cc-by;True;NaN;NaN;NaN;NaN;Evolutionary Morphology;;;NaN;18;5;e0012161;;https://doi.org/10.1371/journal.pntd.0012161|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11142713|https://pubmed.ncbi.nlm.nih.gov/38768190;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1007/s00435-023-00630-7;Comparative morphology and function of Chloropidae (Diptera) tibial organ;Riccardi, P. R., De Souza Amorim, D., Araújo, R. D. S. & Martins, G. F.;Riccardi, P. R.;2024;20.01.2024;English;peerrevartikel;Zoomorphology;Springer Nature;cc-by;True;NaN;NaN;NaN;NaN;Center for Integrative Biodiversity Discovery;;;NaN;143;NaN;99;106;https://link.springer.com/article/10.1007/s00435-023-00630-7#rightslink;"NaN";;;;;
FB1.csv;True;False;False;False;10.1002/jmor.21702;Comparative skull osteology of Amphisbaena arda and Amphisbaena vermicularis (Squamata: Amphisbaenidae);Paiva, C. L., Hipsley, C. A., Müller, J., Zaher, H. & Costa, H. C.;Müller, J.;2024;01.05.2024;English;peerrevartikel;Journal of Morphology;Wiley;NaN;False;closed;NaN;NaN;NaN;Evolutionary Morphology;;;NaN;285;5;e21702;NaN;https://doi.org/10.1002/jmor.21702|https://pubmed.ncbi.nlm.nih.gov/38693678;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1016/j.pepi.2024.107199;Condition for metal fragmentation during Earth-forming collisions;Maller, A., Landeau, M., Allibert, L. & Charnoz, S.;Allibert, L.;2024;28.05.2024;English;peerrevartikel;Physics of the Earth and Planetary Interiors;Elsevier;NaN;False;closed;False;False;False;Impacts & Meteorites;;;NaN;352;NaN;107199;;https://doi.org/10.1016/j.pepi.2024.107199;"journal-article";;;;;
openalex;True;False;False;False;10.21203/rs.3.rs-4571814/v1;Coniacian (Late Cretaceous) echinoids from the southern Tethyan shelf (NE Algeria) with remarks on their palaeobiology and palaeobiogeography;Schlüter, N., Slami, R., Benyoucef, M., Garah, A., Kennedy, W. J. & Walaszczyk, I.;Schlüter, N.;2024;04.07.2024;en;preprint;Research Square;Research Square (United States);cc-by;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.21203/rs.3.rs-4571814/v1;"posted-content";;;;;
